"","mu","gamma","f2","f5","f6","f7","f8","f10","grow","rel_fit"
"1",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"2",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"3",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"4",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"5",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"6",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"7",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"8",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"9",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"10",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"11",0.01,1e-08,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.17,0.99
"12",0.0291301573501933,0.00526952669414642,-0.00985499145061292,0.00162257656838531,-0.00101329802984244,0.00746414989620442,0.00736996326490265,0.00107971028100931,0.147652518092897,1.01126448091992
"13",0.0291301573501933,0.00526952669414642,-0.00985499145061292,0.00162257656838531,-0.00101329802984244,0.00746414989620442,0.00736996326490265,0.00107971028100931,0.147652518092897,1.01126448091992
"14",0.0291301573501933,0.00526952669414642,-0.00985499145061292,0.00162257656838531,-0.00101329802984244,0.00746414989620442,0.00736996326490265,0.00107971028100931,0.147652518092897,1.01126448091992
"15",0.0291301573501933,0.00526952669414642,-0.00985499145061292,0.00162257656838531,-0.00101329802984244,0.00746414989620442,0.00736996326490265,0.00107971028100931,0.147652518092897,1.01126448091992
"16",0.0291301573501933,0.00526952669414642,-0.00985499145061292,0.00162257656838531,-0.00101329802984244,0.00746414989620442,0.00736996326490265,0.00107971028100931,0.147652518092897,1.01126448091992
"17",0.0312029697131827,0.019109617783766,-0.00468152968975811,0.0213200914559365,0.00538152777108073,0.00623357251876787,0.022193607335693,-0.0057302468904373,0.145753717838564,1.01547992066164
"18",0.0372143989590835,0.0072150528232008,-0.000212283258619958,0.00669374502604063,-0.00672629480607193,0.011319259818215,0.0233251723883489,0.00535444652835283,0.141321338798124,1.02350328825699
"19",0.0372143989590835,0.0072150528232008,-0.000212283258619958,0.00669374502604063,-0.00672629480607193,0.011319259818215,0.0233251723883489,0.00535444652835283,0.141321338798124,1.02350328825699
"20",0.0372143989590835,0.0072150528232008,-0.000212283258619958,0.00669374502604063,-0.00672629480607193,0.011319259818215,0.0233251723883489,0.00535444652835283,0.141321338798124,1.02350328825699
"21",0.0372143989590835,0.0072150528232008,-0.000212283258619958,0.00669374502604063,-0.00672629480607193,0.011319259818215,0.0233251723883489,0.00535444652835283,0.141321338798124,1.02350328825699
"22",0.0504601569855737,0.00154100009572643,-0.00850453719678968,-0.00356140987460251,-0.00509972669453582,0.0055112829586798,0.0263591182365013,-0.01466776042625,0.139197424501695,1.02421224835774
"23",0.0651235983826303,0.00430661865934123,-0.0101708158051134,-0.00546623860422407,0.00555001953461389,-0.000558887471923372,-0.00149233867834896,-0.0111475803802028,0.151156528503122,1.02147121057365
"24",0.0651235983826303,0.00430661865934123,-0.0101708158051134,-0.00546623860422407,0.00555001953461389,-0.000558887471923372,-0.00149233867834896,-0.0111475803802028,0.151156528503122,1.02147121057365
"25",0.062541440604604,0.00459982075702149,-0.0135074491453206,-0.00725815632929921,0.00971847760739248,0.0084761429983107,-0.00622997053214936,-0.00880429965861059,0.145997995117367,1.03337119833964
"26",0.0578482808336644,0.0138835347965888,-0.00593347320404753,0.00119685051290655,-0.00274606998219867,0.0170683262196474,-0.0099161493879713,0.00606524970492715,0.145781729980085,1.02660252427772
"27",0.0586450398367346,0.00783874678825751,-0.00980840689280934,-0.00109177938376386,-0.0115918844570772,0.0312782248969064,-0.00274983076345052,0.00340056189499387,0.142363749890339,1.02045672063994
"28",0.0586450398367346,0.00783874678825751,-0.00980840689280934,-0.00109177938376386,-0.0115918844570772,0.0312782248969064,-0.00274983076345052,0.00340056189499387,0.142363749890339,1.02045672063994
"29",0.0586450398367346,0.00783874678825751,-0.00980840689280934,-0.00109177938376386,-0.0115918844570772,0.0312782248969064,-0.00274983076345052,0.00340056189499387,0.142363749890339,1.02045672063994
"30",0.0586450398367346,0.00783874678825751,-0.00980840689280934,-0.00109177938376386,-0.0115918844570772,0.0312782248969064,-0.00274983076345052,0.00340056189499387,0.142363749890339,1.02045672063994
"31",0.0586450398367346,0.00783874678825751,-0.00980840689280934,-0.00109177938376386,-0.0115918844570772,0.0312782248969064,-0.00274983076345052,0.00340056189499387,0.142363749890339,1.02045672063994
"32",0.0586450398367346,0.00783874678825751,-0.00980840689280934,-0.00109177938376386,-0.0115918844570772,0.0312782248969064,-0.00274983076345052,0.00340056189499387,0.142363749890339,1.02045672063994
"33",0.0720401640393537,0.0214348495635614,-0.0113897169462429,0.0216021343213179,-0.016438140695145,0.0191018419740964,0.00191979177810876,-0.00383308381305628,0.142999341403601,1.0049008012116
"34",0.0720401640393537,0.0214348495635614,-0.0113897169462429,0.0216021343213179,-0.016438140695145,0.0191018419740964,0.00191979177810876,-0.00383308381305628,0.142999341403601,1.0049008012116
"35",0.0665489848359632,0.0369181207839899,-0.00342405483760363,0.00543386965999049,-0.0129726602303261,0.0340576062705214,0.00840916457018619,-0.01536505934738,0.147734509412039,1.02191452583804
"36",0.0665489848359632,0.0369181207839899,-0.00342405483760363,0.00543386965999049,-0.0129726602303261,0.0340576062705214,0.00840916457018619,-0.01536505934738,0.147734509412039,1.02191452583804
"37",0.0668204382330962,0.0328404489506354,-0.00443620505273148,0.00539289174019329,-0.013953135422368,0.0515705533902762,0.0160677839565171,-0.0150715735071185,0.142536774160834,1.02504981700566
"38",0.067481045733876,0.0275576243302539,0.00438388998068007,-0.005042469978493,-0.00554118384808379,0.0554137304462435,0.014974520195696,-0.00564029988665855,0.15105641532945,1.02672409968388
"39",0.067481045733876,0.0275576243302539,0.00438388998068007,-0.005042469978493,-0.00554118384808379,0.0554137304462435,0.014974520195696,-0.00564029988665855,0.15105641532945,1.02672409968388
"40",0.067481045733876,0.0275576243302539,0.00438388998068007,-0.005042469978493,-0.00554118384808379,0.0554137304462435,0.014974520195696,-0.00564029988665855,0.15105641532945,1.02672409968388
"41",0.067481045733876,0.0275576243302539,0.00438388998068007,-0.005042469978493,-0.00554118384808379,0.0554137304462435,0.014974520195696,-0.00564029988665855,0.15105641532945,1.02672409968388
"42",0.067481045733876,0.0275576243302539,0.00438388998068007,-0.005042469978493,-0.00554118384808379,0.0554137304462435,0.014974520195696,-0.00564029988665855,0.15105641532945,1.02672409968388
"43",0.0699297382992281,0.0371395622587664,0.00350617758665876,-0.0163769988209492,-0.00592148271914663,0.061296686461845,0.017533442228362,0.00845963038676218,0.151839457279593,1.02691492588825
"44",0.0784516568129445,0.038033197334546,-4.68162676427325e-05,-0.0241007967965505,0.000189250628125967,0.0748653869164828,0.0277661451805198,0.031300456644519,0.1473296005666,1.03165035226526
"45",0.0784516568129445,0.038033197334546,-4.68162676427325e-05,-0.0241007967965505,0.000189250628125967,0.0748653869164828,0.0277661451805198,0.031300456644519,0.1473296005666,1.03165035226526
"46",0.0858993697472636,0.0400876651331071,-0.00709497588553649,-0.0269137353781102,0.000283064566663037,0.074123034894671,0.0359929258823599,0.0306415210951355,0.150543523113706,1.02996363592436
"47",0.0973236853016589,0.0195484907491824,0.00786147290167261,-0.0375888398573311,-0.00173920124789623,0.0795402648260703,0.0392298852161232,0.0298916346945749,0.152266047819988,1.02004309480663
"48",0.0973236853016589,0.0195484907491824,0.00786147290167261,-0.0375888398573311,-0.00173920124789623,0.0795402648260703,0.0392298852161232,0.0298916346945749,0.152266047819988,1.02004309480663
"49",0.0973236853016589,0.0195484907491824,0.00786147290167261,-0.0375888398573311,-0.00173920124789623,0.0795402648260703,0.0392298852161232,0.0298916346945749,0.152266047819988,1.02004309480663
"50",0.0943926461748413,0.0279820574475072,0.0170932857989733,-0.0253192192100346,0.00163888493437405,0.0791335998104989,0.0339953216780875,0.0191730484932591,0.156484386308992,1.02404957170498
"51",0.0943926461748413,0.0279820574475072,0.0170932857989733,-0.0253192192100346,0.00163888493437405,0.0791335998104989,0.0339953216780875,0.0191730484932591,0.156484386308992,1.02404957170498
"52",0.0943926461748413,0.0279820574475072,0.0170932857989733,-0.0253192192100346,0.00163888493437405,0.0791335998104989,0.0339953216780875,0.0191730484932591,0.156484386308992,1.02404957170498
"53",0.0943926461748413,0.0279820574475072,0.0170932857989733,-0.0253192192100346,0.00163888493437405,0.0791335998104989,0.0339953216780875,0.0191730484932591,0.156484386308992,1.02404957170498
"54",0.0943926461748413,0.0279820574475072,0.0170932857989733,-0.0253192192100346,0.00163888493437405,0.0791335998104989,0.0339953216780875,0.0191730484932591,0.156484386308992,1.02404957170498
"55",0.0943926461748413,0.0279820574475072,0.0170932857989733,-0.0253192192100346,0.00163888493437405,0.0791335998104989,0.0339953216780875,0.0191730484932591,0.156484386308992,1.02404957170498
"56",0.099568711556473,0.0476676790399929,0.0246250479270822,-0.0418747131409963,0.0020301419354806,0.0755482488881788,0.0270922475749871,0.0258432837844871,0.16455232324366,1.00561569711177
"57",0.099568711556473,0.0476676790399929,0.0246250479270822,-0.0418747131409963,0.0020301419354806,0.0755482488881788,0.0270922475749871,0.0258432837844871,0.16455232324366,1.00561569711177
"58",0.099568711556473,0.0476676790399929,0.0246250479270822,-0.0418747131409963,0.0020301419354806,0.0755482488881788,0.0270922475749871,0.0258432837844871,0.16455232324366,1.00561569711177
"59",0.0993622968701428,0.0302266128466769,0.013712577330042,-0.0265735468484764,-0.00607569247525032,0.0842649569861815,0.0286925396356908,0.0329726539634481,0.167055383310175,1.00890642313957
"60",0.0993622968701428,0.0302266128466769,0.013712577330042,-0.0265735468484764,-0.00607569247525032,0.0842649569861815,0.0286925396356908,0.0329726539634481,0.167055383310175,1.00890642313957
"61",0.0968446665595865,0.0464195424956976,0.024897174742353,-0.026426989845053,-0.0157439994006439,0.0918107203861001,0.0334999608142227,0.0262044056142855,0.161748878080334,1.00099627995139
"62",0.0968446665595865,0.0464195424956976,0.024897174742353,-0.026426989845053,-0.0157439994006439,0.0918107203861001,0.0334999608142227,0.0262044056142855,0.161748878080334,1.00099627995139
"63",0.0968446665595865,0.0464195424956976,0.024897174742353,-0.026426989845053,-0.0157439994006439,0.0918107203861001,0.0334999608142227,0.0262044056142855,0.161748878080334,1.00099627995139
"64",0.0968446665595865,0.0464195424956976,0.024897174742353,-0.026426989845053,-0.0157439994006439,0.0918107203861001,0.0334999608142227,0.0262044056142855,0.161748878080334,1.00099627995139
"65",0.0977758628049245,0.0463947511127752,0.0284053894073924,-0.0170991630572857,-0.0127054559122726,0.0740550331489694,0.0228773391817251,0.0160939369422398,0.158864460979658,1.01107350304362
"66",0.0955022993489052,0.0371316576716482,0.0130983737006558,-0.0233073704269266,-0.00654336230010578,0.0670040922618149,0.0151303337587483,0.021890358975433,0.159331154435631,1.02330529518444
